city,rooms_semi_integer,rooms,extra_space,floor,surface_m2,NIS,property_type,price_surface
Ashkelon,2,2,0,2,60,2200,apartment,36.67
Ashkelon,2,2,0,3,50,2100,housing unit,42
Ashkelon,6,6,0,17,188,12900,penthouse,68.62
Ashkelon,5,5,0,5,145,5000,apartment,34.48
Ashkelon,2,2,0,6,55,3300,apartment,60
Ashkelon,4,4,0,7,114,4450,apartment,39.04
Ashkelon,4,4,0,3,122,4500,apartment,36.89
Ashkelon,4,4,0,7,100,4300,apartment,43
Ashkelon,4,4,0,2,110,4300,apartment,39.09
Ashkelon,3,3,0,3,92,4050,apartment,44.02
Ashkelon,3.5,3,1,3,83,3100,apartment,37.35
Ashkelon,4,4,0,8,132,4250,apartment,32.2
Ashkelon,3,3,0,3,85,3500,apartment,41.18
Ashkelon,1,1,0,1,28,2300,housing unit,82.14
Ashkelon,4,4,0,2,110,4500,apartment,40.91
Ashkelon,5,5,0,11,140,4600,apartment,32.86
Ashkelon,5,5,0,4,136,4600,apartment,33.82
Ashkelon,3,3,0,0,80,3700,housing unit,46.25
Ashkelon,4,4,0,1,115,4500,apartment,39.13
Ashkelon,4,4,0,1,128,5000,apartment,39.06
Ashkelon,2,2,0,0,65,3500,housing unit,53.85
Ashkelon,4,4,0,3,119,4500,apartment,37.82
Ashkelon,2,2,0,2,35,1800,apartment,51.43
Ashkelon,4,4,0,4,117,4300,apartment,36.75
Ashkelon,5,5,0,9,160,9200,penthouse,57.5
Ashkelon,4,4,0,4,100,3000,apartment,30
Ashkelon,5,5,0,13,120,4900,apartment,40.83
Ashkelon,3,3,0,3,90,2800,apartment,31.11
Ashkelon,3,3,0,3,90,3550,apartment,39.44
Ashkelon,2,2,0,0,150,2800,garden apartment,18.67
Ashkelon,4,4,0,3,100,4400,apartment,44
Ashkelon,4,4,0,6,120,4000,apartment,33.33
Ashkelon,2.5,2,1,0,70,100,housing unit,1.43
Ashkelon,4,4,0,5,115,4400,apartment,38.26
Ashkelon,5,5,0,7,122,4800,apartment,39.34
Ashkelon,4,4,0,3,100,4000,apartment,40
Ashkelon,3,3,0,4,75,3200,apartment,42.67
Ashkelon,3,3,0,1,70,2798,apartment,39.97
Ashkelon,7,7,0,0,500,7000,house,14
Ashkelon,4,4,0,2,89,3000,apartment,33.71
Ashkelon,2,2,0,1,50,2600,apartment,52
Ashkelon,5,5,0,2,124,4900,apartment,39.52
Ashkelon,3.5,3,1,4,80,3700,apartment,46.25
Ashkelon,4,4,0,10,130,4400,apartment,33.85
Ashkelon,4.5,4,1,2,120,3900,apartment,32.5
Ashkelon,2.5,2,1,3,55,2950,apartment,53.64
Ashkelon,3,3,0,0,200,4400,other,22
Ashkelon,4,4,0,4,126,4300,apartment,34.13
Ashkelon,4,4,0,3,90,3100,apartment,34.44
Ashkelon,3,3,0,2,85,2900,apartment,34.12
Ashkelon,3,3,0,11,82,4500,apartment,54.88
Ashkelon,3,3,0,2,80,3100,apartment,38.75
Ashkelon,2,2,0,2,40,2500,apartment,62.5
Ashkelon,1,1,0,4,50,3700,apartment,74
Ashkelon,4,4,0,1,90,3500,apartment,38.89
Ashkelon,3,3,0,1,67,3600,apartment,53.73
Ashkelon,5,5,0,5,142,4800,apartment,33.8
Ashkelon,2,2,0,1,60,3500,housing unit,58.33
Ashkelon,5,5,0,11,125,4900,apartment,39.2
Ashkelon,4,4,0,5,122,4500,apartment,36.89
Ashkelon,4,4,0,1,100,4400,apartment,44
Ashkelon,2,2,0,4,,2600,apartment,#DIV/0!
Ashkelon,5,5,0,6,151,6000,apartment,39.74
Ashkelon,5,5,0,0,400,5999,house,15
Ashkelon,2,2,0,0,45,2300,housing unit,51.11
Ashkelon,4,4,0,2,107,4300,apartment,40.19
Ashkelon,2.5,2,1,3,60,3200,apartment,53.33
Ashkelon,2,2,0,1,60,2200,apartment,36.67
Ashkelon,2,2,0,0,155,2200,housing unit,14.19
Ashkelon,3,3,0,8,70,3700,apartment,52.86
Ashkelon,3,3,0,4,80,2900,apartment,36.25
Ashkelon,4,4,0,1,95,3600,apartment,37.89
Ashkelon,4,4,0,2,120,3700,apartment,30.83
Ashkelon,4,4,0,2,93,3400,apartment,36.56
Ashkelon,3,3,0,0,150,2500,housing unit,16.67
Ashkelon,4,4,0,4,100,3800,apartment,38
Ashkelon,5,5,0,2,125,4500,apartment,36
Ashkelon,4.5,4,1,8,124,3500,apartment,28.23
Ashkelon,3,3,0,2,75,2900,apartment,38.67
Ashkelon,5,5,0,4,145,4600,apartment,31.72
Ashkelon,2,2,0,2,40,2500,apartment,62.5
Ashkelon,3,3,0,1,60,2700,apartment,45
Ashkelon,2,2,0,3,30,2500,apartment,83.33
Ashkelon,4,4,0,4,130,4500,apartment,34.62
Ashkelon,1,1,0,3,75,2800,apartment,37.33
Ashkelon,3,3,0,1,95,4300,apartment,45.26
Ashkelon,3,3,0,0,120,3800,house,31.67
Ashkelon,4,4,0,5,120,4000,apartment,33.33
Ashkelon,2,2,0,0,70,3300,basement,47.14
Ashkelon,1,1,0,1,1,2500,housing unit,2500
Ashkelon,5,5,0,7,147,6200,apartment,42.18
Ashkelon,5,5,0,2,142,4500,apartment,31.69
Ashkelon,2,2,0,0,100,3450,housing unit,34.5
Ashkelon,3.5,3,1,1,95,3000,apartment,31.58
Ashkelon,1,1,0,2,80,3600,apartment,45
Ashkelon,3,3,0,7,100,4099,apartment,40.99
Ashkelon,2,2,0,0,46,3000,housing unit,65.22
Ashkelon,4.5,4,1,8,124,3500,apartment,28.23
Ashkelon,3,3,0,1,55,2500,apartment,45.45
Ashkelon,3,3,0,5,85,3470,apartment,40.82
Ashkelon,3,3,0,2,70,2800,apartment,40
Ashkelon,3,3,0,5,90,2900,apartment,32.22
Ashkelon,2.5,2,1,0,70,3300,garden apartment,47.14
Ashkelon,6,6,0,13,240,7500,penthouse,31.25
Ashkelon,4,4,0,5,115,4300,apartment,37.39
Ashkelon,2,2,0,4,65,2700,apartment,41.54
Ashkelon,5,5,0,14,230,10500,penthouse,45.65
Ashkelon,4,4,0,14,115,4300,apartment,37.39
Ashkelon,5,5,0,6,200,7000,penthouse,35
Ashkelon,4,4,0,4,130,3600,apartment,27.69
Ashkelon,1,1,0,2,30,1900,housing unit,63.33
Ashkelon,4,4,0,10,130,5000,apartment,38.46
Ashkelon,2,2,0,0,60,2000,housing unit,33.33
Ashkelon,4,4,0,1,100,3200,apartment,32
Ashkelon,2,2,0,0,46,3000,housing unit,65.22
Ashkelon,3,3,0,4,50,2500,apartment,50
Ashkelon,4.5,4,1,6,140,4300,apartment,30.71
Ashkelon,4,4,0,7,127,5000,penthouse,39.37
Ashkelon,5,5,0,9,145,4700,apartment,32.41
Ashkelon,2,2,0,2,35,3100,apartment,88.57
Ashkelon,5,5,0,5,140,4800,apartment,34.29
Ashkelon,4,4,0,9,100,3700,apartment,37
Ashkelon,3,3,0,1,65,2900,apartment,44.62
Ashkelon,5,5,0,6,140,4500,apartment,32.14
Ashkelon,2,2,0,4,50,2700,housing unit,54
Ashkelon,5,5,0,8,140,5000,apartment,35.71
Ashkelon,4,4,0,2,80,3300,apartment,41.25
Ashkelon,1,1,0,1,40,2200,housing unit,55
Ashkelon,2,2,0,1,40,2200,housing unit,55
Ashkelon,4,4,0,4,120,4300,apartment,35.83
Ashkelon,3.5,3,1,6,83,3900,apartment,46.99
Ashkelon,5,5,0,3,140,4400,apartment,31.43
Ashkelon,2,2,0,0,60,2000,housing unit,33.33
Ashkelon,5,5,0,16,140,10000,apartment,71.43
Ashkelon,3,3,0,3,85,3200,apartment,37.65
Ashkelon,4,4,0,0,180,3599,garden apartment,19.99
Ashkelon,4,4,0,7,110,4500,apartment,40.91
Ashkelon,5,5,0,3,100,3500,apartment,35
Ashkelon,2,2,0,0,45,2199,housing unit,48.87
Ashkelon,4,4,0,7,104,3900,apartment,37.5
Ashkelon,5,5,0,4,146,5500,apartment,37.67
Ashkelon,4,4,0,2,90,3150,apartment,35
Ashkelon,3,3,0,9,80,2799,apartment,34.99
Ashkelon,5,5,0,12,160,5200,apartment,32.5
Ashkelon,1,1,0,0,30,2000,housing unit,66.67
Ashkelon,5,5,0,3,140,4400,apartment,31.43
Ashkelon,4,4,0,1,107,4500,apartment,42.06
Ashkelon,3,3,0,8,113,3900,apartment,34.51
Ashkelon,3,3,0,1,60,9800,other,163.33
Ashkelon,5,5,0,6,145,5500,apartment,37.93
Ashkelon,3,3,0,4,56,2800,apartment,50
Ashkelon,2,2,0,0,67,2850,housing unit,42.54
Ashkelon,1,1,0,7,20,2200,housing unit,110
Ashkelon,4,4,0,1,85,3500,apartment,41.18
Ashkelon,5,5,0,1,150,4400,apartment,29.33
Ashkelon,3,3,0,3,71,3350,apartment,47.18
Ashkelon,5,5,0,7,130,5500,apartment,42.31
Ashkelon,3,3,0,5,70,3400,apartment,48.57
Ashkelon,4,4,0,2,120,3800,apartment,31.67
Ashkelon,4,4,0,1,119,4400,apartment,36.97
Ashkelon,3,3,0,-1,70,3000,housing unit,42.86
Ashkelon,3,3,0,5,88,3900,apartment,44.32
Ashkelon,3,3,0,1,71,3500,apartment,49.3
Ashkelon,2,2,0,0,50,3200,housing unit,64
Ashkelon,4,4,0,5,120,3700,apartment,30.83
Ashkelon,3,3,0,3,80,3500,apartment,43.75
Ashkelon,3,3,0,10,160,5500,penthouse,34.38
Ashkelon,5,5,0,6,142,4700,apartment,33.1
Ashkelon,3,3,0,2,100,3700,apartment,37
Ashkelon,4,4,0,5,115,4000,apartment,34.78
Ashkelon,4,4,0,4,120,4200,apartment,35
Ashkelon,4,4,0,7,110,4700,penthouse,42.73
Ashkelon,3,3,0,6,75,3300,apartment,44
Ashkelon,3,3,0,5,90,3500,housing unit,38.89
Ashkelon,5,5,0,1,140,4400,apartment,31.43
Ashkelon,3,3,0,1,90,3800,apartment,42.22
Ashkelon,2,2,0,0,70,3400,housing unit,48.57
Ashkelon,3,3,0,5,65,3700,apartment,56.92
Ashkelon,3,3,0,5,75,3000,apartment,40
Ashkelon,2,2,0,7,54,2400,apartment,44.44
Ashkelon,4,4,0,3,96,2700,apartment,28.13
