year,week,temp_mean,temp_min,temp_max,cold_hours,hot_hours,activity_level,activity_level_label,season
2017,32,19.50000000000002,11.29000000000002,26.57000000000005,0,9,1,Minimal,2016-17
2017,33,22.078982142857164,13.980000000000018,30.160000000000025,0,48,1,Minimal,2016-17
2017,34,19.221964285714307,10.170000000000016,28.670000000000016,0,17,1,Minimal,2016-17
2017,35,17.092202380952404,10.510000000000048,24.129999999999995,0,0,1,Minimal,2016-17
2017,36,15.695654761904786,7.460000000000036,27.0,18,6,1,Minimal,2016-17
2017,37,18.116845238095262,8.490000000000009,26.160000000000025,5,15,1,Minimal,2016-17
2017,38,21.397321523648834,13.32000000000005,31.140000000000043,0,51,1,Minimal,2016-17
2017,39,17.76499140459526,3.170000000000016,31.160000000000025,26,29,1,Minimal,2016-17
2017,40,18.35029761904764,4.490000000000009,27.180000000000007,13,14,1,Minimal,2017-18
2017,41,19.170101190476213,10.689999999999998,25.340000000000032,0,2,1,Minimal,2017-18
2017,42,13.066071428571453,1.2900000000000205,24.0,55,0,1,Minimal,2017-18
2017,43,9.10517857142859,2.490000000000009,21.420000000000016,95,0,1,Minimal,2017-18
2017,44,9.527159763313628,-0.37000000000000455,21.04000000000002,88,0,2,Minimal,2017-18
2017,45,2.698560465339309,-8.489999999999952,15.0,152,0,2,Minimal,2017-18
2017,46,4.218897072446447,-2.669999999999959,14.890000000000043,159,0,2,Minimal,2017-18
2017,47,3.82934523809526,-5.67999999999995,12.720000000000027,149,0,2,Minimal,2017-18
2017,48,8.149661764705906,0.8600000000000136,17.560000000000002,39,0,2,Minimal,2017-18
